Crash_ID,Unit_Nbr,Drvr_Lic_Restric_ID
13668319,2,19
13668321,1,1
13668321,2,19
13668322,1,19
13668322,2,99
13668323,1,20
13668323,2,19
13668324,1,19
13668324,2,20
13668325,1,19
13668326,1,19
13668327,1,1
13668327,2,1
13668328,1,19
13668328,2,98
13668329,1,1
13668329,2,1
13668330,1,1
13668330,2,1
13668390,1,11
13668390,2,19
13668391,1,1
13668391,2,19
13668392,1,20
13668392,2,19
13668394,1,19
13668394,2,19
13668394,3,19
13668395,1,19
13668395,2,1
13668396,1,1
13668396,2,19
13668396,3,19
13668397,1,1
13668398,1,19
13668398,2,19
13668399,1,19
13668399,2,19
13668400,1,1
13668400,2,19
13668401,1,19
13668401,3,19
13668402,1,19
13668402,2,99
13668403,1,19
13668403,2,19
13668404,1,99
13668404,2,19
13668405,1,20
13668406,1,98
13668406,2,19
13668407,1,19
13668407,2,99
13668407,3,19
13668408,1,98
13668408,2,19
13668409,1,19
13668439,1,19
13668439,2,19
13668439,3,20
13668440,1,20
13668440,2,19
13668441,1,19
13668442,1,19
13668443,1,19
13668443,2,19
13668444,1,19
13668444,2,19
13668445,1,1
13668445,2,19
13668446,1,19
13668446,2,19
13668447,1,99
13668448,1,19
13668448,2,1
13668449,1,19
13668449,2,19
13668450,1,19
13668450,3,19
13668451,1,19
13668452,1,98
13668452,2,19
13668453,1,1
13668453,2,1
13668454,1,1
13668454,2,19
13668455,1,99
13668455,2,19
13668456,1,19
13668457,1,1
13668457,2,19
13668458,1,99
13668458,2,19
13668480,1,19
13668480,2,19
13668480,3,19
13668481,1,19
13668481,2,1
13668481,3,1
13668482,1,19
13668482,2,19
13668483,1,19
13668483,2,20
13668484,1,99
13668485,1,19
13668486,1,19
13668486,2,19
13668488,1,19
13668489,1,98
13668490,1,20
13668491,1,19
13668491,2,19
13668492,1,19
13668492,2,19
13668492,3,19
13668493,1,99
13668493,2,19
13668494,1,20
13668494,2,20
13668494,3,19
13668495,1,20
13668495,2,19
13668495,3,20
13668496,1,1
13668496,2,19
13668497,1,19
13668498,1,19
13668498,2,19
13668499,1,20
13668499,2,19
13668499,3,99
13668512,1,19
13668512,2,98
13668513,1,19
13668514,1,99
13668514,2,19
13668515,1,19
13668515,2,19
13668516,1,19
13668516,2,19
13668517,1,19
13668517,2,20
13668518,1,19
13668518,2,1
13668519,1,19
13668519,2,98
13668519,3,1
13668520,1,1
13668520,2,19
13668521,1,19
13668522,1,1
13668522,2,19
13668523,1,19
13668523,2,19
13668524,1,19
13668524,2,20
13668525,1,20
13668526,1,20
13668526,2,19
13668527,1,19
13668527,2,1
13668528,1,19
13668528,2,19
13668529,1,98
13668529,2,1
13668530,1,99
13668531,1,1
13668531,2,99
13668547,1,19
13668547,2,19
13668548,1,99
13668548,2,99
13668550,1,20
13668551,1,20
13668551,2,1
13668551,3,20
13668552,1,19
13668553,1,99
13668553,2,19
13668553,3,19
13668554,1,19
13668555,1,1
13668556,1,19
13668557,1,1
13668557,2,1
13668558,1,98
13668558,2,19
13668559,1,20
13668559,2,99
13668560,1,99
13668560,2,19
13668561,1,19
13668561,2,19
13668562,1,99
13668563,1,19
13668563,2,1
13668564,1,1
13668564,2,1
13668565,1,19
13668565,2,20
13668566,1,19
13668566,2,20
13668567,1,19
13668567,2,19
13668574,1,19
13668574,2,99
13668575,1,19
13668576,1,19
13668576,2,99
13668577,1,19
13668577,2,1
13668578,1,21
13668578,2,1
13668579,1,1
13668580,1,19
13668580,2,20
13668581,1,19
13668581,2,19
13670655,1,19
13670655,2,1
13670656,1,19
13670657,1,19
13670657,2,19
13670657,3,19
13670658,1,19
13670658,2,19
13670658,3,19
13670659,1,99
13670659,2,19
13670660,1,19
13670660,2,1
13670661,1,1
13670661,2,19
13670662,1,19
13670662,2,19
13670662,3,1
13670663,1,20
13670663,2,19
13670665,1,19
13670665,2,19
13670668,1,19
13670670,1,19
13670670,2,1
13670670,3,1
13670673,1,1
13670673,2,98
13670677,1,20
13670677,2,1
13670682,1,19
13670682,2,19
13670683,1,1
13670684,1,99
13670684,2,98
13671272,1,19
13671272,2,1
13671272,3,19
13671272,4,19
13671273,1,19
13671273,2,1
13671384,1,19
13671384,2,19
13671385,1,99
13671386,1,19
13671386,2,1
13671387,1,19
13671387,2,19
13671388,1,19
13671388,2,19
13671389,1,19
13671389,2,99
13671390,1,23
13671390,2,19
13671391,1,19
13671392,1,19
13671393,1,19
13671393,2,19
13671394,1,20
13671395,1,99
13671396,1,19
13671396,2,19
13671396,3,19
13671396,4,19
13671396,5,19
13671397,1,19
13671397,2,1
13671398,1,19
13671399,1,19
13671399,2,19
13671400,1,19
13671400,2,99
13671401,1,19
13671402,1,19
